Company Name,Excel Company ID,Year,Total Revenue,Gross Profit,EBITDA,EBIT,Net Income,Cash And Equivalents,Total Cash and ST Investments,Net Property,Total Assets,Total Debt,Total Equity,Capital Expenditure,Dividends per share
Linc Energy Ltd (SGX:TI6),IQ21787291,2008,,,,,,4.32,4.32,8.06,218.8,4.7,191,0.406,0
Lindeteves-Jacoberg Limited (SGX:AWC),IQ1478966,2008,4.33,4.33,0.779,0.729,1.66,10.8,10.9,109.7,230.1,218.3,-114,21.5,0
"Linekong Interactive Group Co., Ltd. (SEHK:8267)",IQ271400931,2008,275.4,66,25.5,20.8,20.9,,,,,,,,
"Lingbao Gold Co., Ltd. (SEHK:3330)",IQ25142901,2008,225.4,102.9,41.3,33.5,21.2,121.4,122.3,269.9,863.6,371.8,366.5,99,0
Link Holdings Limited (SEHK:8237),IQ267041032,2008,525.1,326.2,249.7,232.9,211.7,,,,,,,,
Link Real Estate Investment Trust (SEHK:823),IQ12786660,2008,482.7,134.5,27.3,11.9,16.8,20.7,20.7,7859.4,8921.7,2217.1,5414.9,1.24,0.132
Lion Asiapac Limited (SGX:BAZ),IQ878732,2008,253.6,34.9,14.8,12.2,9.18,51.5,51.5,16.9,196.2,1.58,164.3,0.993,0.05
LionGold Corp Ltd (Catalist:A78),IQ13757613,2008,359,167.9,131.9,126.3,92.3,7.5,11.4,5.32,42.6,0.696,22,2.43,0
Lippo China Resources Limited (SEHK:156),IQ878379,2008,,,,,,114.2,126.3,60.9,1134.2,270.6,609.5,8.3,0.002
Lippo Fund Series - Lippo Select HK & Mainland Property ETF (SEHK:2824),IQ216795548,2008,99.3,18.8,7.1,6.05,5.71,,,,,,,,
Lippo Limited (SEHK:226),IQ5540945,2008,,,,,,267.8,288.6,89.1,2331,427.4,1503.4,11.3,0.007
Lippo Malls Indonesia Retail Trust (SGX:D5IU),IQ38990148,2008,54.8,6.02,-98.7,-115.3,-491.6,94.5,94.5,830.1,1007.8,121.3,768.2,0.154,0.04
Lisi Group (Holdings) Limited (SEHK:526),IQ881165,2008,204.9,19.3,2.41,1.55,1.15,2.6,2.6,41.1,52.8,30.5,10.9,2.53,0
Liu Chong Hing Investment Ltd. (SEHK:194),IQ4462840,2008,607.7,251.5,201.8,175.6,163.9,64.7,65.3,13.2,1934.8,656.6,1142.1,0,0.028
Livzon Pharmaceutical Group Inc. (SZSE:000513),IQ5567081,2008,1337.9,889.2,515.4,108.9,50.9,114,139.7,203.3,616.9,133.3,387.1,15.9,0
Lizhong Wheel Group Ltd. (SGX:E94),IQ23826952,2008,189.5,36.9,22.9,18.7,11.5,30,30,91.4,233.5,94.5,90.5,26.9,0
Loco Hong Kong Holdings Limited (SEHK:8162),IQ268666606,2008,82.5,51.1,46,35.8,39.3,,,,,,,,
Logan Property Holdings Company Limited (SEHK:3380),IQ250419969,2008,168.2,45.3,34,20.3,-5.71,,,,,,,,
Logistics Holdings Limited (Catalist:5VI),IQ225358442,2008,9.56,9.56,0,0,-2.84,,,,,,,,
Long Ji Tai He Holding Limited (SEHK:1281),IQ145393573,2008,221.6,42.8,27.9,27.3,70.8,0.729,0.925,1.08,80.2,30,16.8,0.763,0
Longcheer Holdings Limited (SGX:L28),IQ22253421,2008,10.2,1.87,-1.96,-2.26,-2.92,86.5,86.5,7.33,218.6,0,120.2,2.28,0.036
"Longfor Properties Co., Ltd. (SEHK:960)",IQ53973645,2008,910.6,292.4,227,173.2,211.4,681.3,681.3,35.2,6835.8,2730.7,832.3,5.85,0
Longrun Tea Group Company Limited (SEHK:2898),IQ7652952,2008,,,,,,3.53,3.61,6.47,18.3,5.97,9.5,0.048,0
Lonking Holdings Ltd. (SEHK:3339),IQ24349913,2008,1.03,0.694,0,0,-0.272,188.7,197.8,434.7,1655,522.2,666.8,252.7,0.008
Lorenzo International Limited (SGX:5IE),IQ27085715,2008,167.6,72.5,32.1,26.9,23.5,8.55,16.2,23.8,69.2,14.2,32.7,9.35,0.005
Loudong General Nice Resources (China) Holdings Limited (SEHK:988),IQ878426,2008,54.1,25.5,12.4,11.4,8.72,2.55,3.87,465.2,754,362.6,191.9,2.35,0
Louis XIII Holdings Limited (SEHK:577),IQ22883872,2008,1404,1359.6,1123.2,1102.8,952.8,10.3,77.1,5.86,466.5,36.1,95.3,1.51,0.159
Low Keng Huat (Singapore) Limited (SGX:F1E),IQ878514,2008,97,25.8,-100.4,-102.1,-97.7,27.2,27.6,76.3,317.9,79.8,207.6,2.09,0.013
Loyz Energy Limited (Catalist:594),IQ7654946,2008,,,,,,23.3,28.3,0.436,40.7,0,31.8,0.315,0.088
LT Commercial Real Estate Limited (SEHK:112),IQ7687756,2008,94,5.89,0.618,0.135,6.21,1.8,1.8,0,185.3,0,183,0,0.002
LTC Corporation Limited (SGX:L17),IQ882778,2008,67.7,5.55,0.062,-0.523,-0.153,20.6,25.1,11.3,313.3,59.6,157.3,0.959,0.005
Luen Thai Holdings Ltd. (SEHK:311),IQ10497332,2008,5.28,0.169,-2.51,-2.52,-2.37,169.7,198.3,169.4,780.1,124.7,354.9,15,0.006
Luk Fook Holdings (International) Limited (SEHK:590),IQ882227,2008,9.34,0.054,-1.68,-1.79,-1.35,32.8,40.9,20.8,302.3,48.4,194.6,9.16,0.045
Luks Group (Vietnam Holdings) Company Limited (SEHK:366),IQ6186269,2008,236.4,204,67.1,29,22.7,87,87.2,174.5,584.1,94.5,409.4,63.7,0.019
Lum Chang Holdings Limited (SGX:L19),IQ875867,2008,,,,,,40.7,41.2,5.01,245.7,51.8,117.9,2.05,0.015
Lung Kee (Bermuda) Holdings Limited (SEHK:255),IQ878405,2008,999.6,286.1,164.3,154.9,108,57.5,57.5,158.2,460.5,37.8,339.6,42.2,0.041
"Luoyang Glass Co., Ltd. (SEHK:1108)",IQ5663055,2008,29.8,12.3,0,0,-42.2,13.6,13.6,197.3,417.3,189.8,47.8,3.09,0
Luxey International (Holdings) Limited (SEHK:8041),IQ7658606,2008,,,,,,4.89,4.89,15.8,31,3.13,21.2,0.058,0
Luxking Group Holdings Limited (SGX:L34),IQ22972388,2008,191.9,36.8,21,12.3,7.7,14.5,17.7,31.1,122.5,59.1,52.5,1.28,0.004
Luye Pharma Group Ltd. (SEHK:2186),IQ9994690,2008,188.2,31,7.8,4.15,2.73,25,25,32.2,225.1,29.7,173.4,8.37,0
"Luzheng Futures Co., Ltd. (SEHK:1461)",IQ292651330,2008,128.1,128.1,1.26,-6.35,-14,,,,,,,,
Luzhou Bio-chem Technology Limited (SGX:L46),IQ26000983,2008,508.3,271.5,244.6,191.4,351.4,22,22,179.4,278.4,106.3,108,46.3,0
LVGEM (China) Real Estate Investment Company Limited (SEHK:95),IQ24739367,2008,343,259.4,201.6,195.2,1043.2,23.4,23.4,5.51,266.8,83.4,158.9,2.7,0
Lyxor UCITS ETF China Enterprise (HSCEI) (SGX:P58),IQ33174726,2008,2001.8,902.7,732.7,716.8,364.8,,,,,,,,
Lyxor UCITS ETF Commodities Thomson Reuters/CoreCommodity CRB TR (SWX:CRB),IQ35419123,2008,,,,,,,,,,,,,
Lyxor UCITS ETF Commodities Thomson Reuters/Jefferies CRB Ex-Energy TR (SWX:LYCRN),IQ35419173,2008,,,,,,,,,,,,,
Lyxor UCITS ETF Dow Jones Industrial Average (SGX:JC6),IQ33174802,2008,,,,,,,,,,,,,
Lyxor UCITS ETF Eastern Europe (CECE NTR EUR) (SGX:H1M),IQ33174814,2008,,,,,,,,,,,,,
Lyxor UCITS ETF FTSE EPRA/NAREIT Asia ex Japan,IQ104853385,2008,,,,,,,,,,,,,
Lyxor UCITS ETF Hong Kong (HSI) (SWX:LYHSI),IQ35419425,2008,,,,,,,,,,,,,
Lyxor UCITS ETF Japan (TOPIX) (ENXTPA:INJPN),IQ33174853,2008,,,,,,,,,,,,,
Lyxor UCITS ETF MSCI AC Asia Ex Japan (ENXTPA:APX),IQ50128195,2008,,,,,,,,,,,,,
Lyxor UCITS ETF MSCI AC Asia-Pacific ex Japan (ENXTPA:AEJ),IQ35418781,2008,,,,,,,,,,,,,
Lyxor UCITS ETF MSCI EM Latin America (ENXTPA:LTM),IQ35421313,2008,,,,,,,,,,,,,
Lyxor UCITS ETF MSCI Emerging Markets (ENXTPA:LEM),IQ35419242,2008,,,,,,,,,,,,,
Lyxor UCITS ETF MSCI Europe,IQ136869533,2008,43.2,13.1,6.2,5.76,6.11,,,,,,,,
Lyxor UCITS ETF MSCI India (SWX:LYINR),IQ35421619,2008,,,,,,,,,,,,,
Lyxor UCITS ETF MSCI Korea (SGX:AO9),IQ35412387,2008,455,57.4,26.8,23.4,1.67,,,,,,,,
Lyxor UCITS ETF MSCI Malaysia (ENXTPA:MAL),IQ44699665,2008,140.7,82.2,41,38.4,25.2,,,,,,,,
Lyxor UCITS ETF MSCI Taiwan (ENXTPA:TWN),IQ44699792,2008,,,,,,,,,,,,,
Lyxor UCITS ETF MSCI World (ENXTPA:WLD),IQ35421674,2008,0,0,4.98,-0.82,-40.5,,,,,,,,
Lyxor UCITS ETF Nasdaq-100 (SGX:H1Q),IQ33174947,2008,20.2,13.2,6.92,6.07,-3.17,,,,,,,,
Lyxor UCITS ETF Russia (Dow Jones Russia GDR) (SWX:LYRUS),IQ35419686,2008,251.5,188.4,158.6,152.9,152.8,,,,,,,,
M Development Ltd. (SGX:N14),IQ7653029,2008,,,,,,0.509,0.509,0,4.62,1.42,2.5,0,0
M1 Limited (SGX:B2F),IQ6413434,2008,6329.6,1368.3,636.3,-128.8,-540.2,17.8,22.2,612.9,803.7,252.6,223.2,94.1,0.134
Maanshan Iron & Steel Co. Ltd. (SEHK:323),IQ4909783,2008,94.8,18.5,10.4,3.81,1.35,1147.3,1240.2,9183.8,13986.2,4649.9,5597.4,743.4,0
Macau Legend Development Limited (SEHK:1680),IQ216310363,2008,14291.1,2846.5,1384.4,-260.9,-830.9,,,,,,,,
Macquarie International Infrastructure Fund Limited (SGX:M41),IQ22277435,2008,120.3,52.4,54.9,33.4,11.2,35.4,42.2,0,1417.6,119.9,1269.4,0,0.073
Madex International Holdings Limited (SEHK:231),IQ128396793,2008,22.2,2.14,-3.87,-3.98,-38.2,,,,,,,,
Madison Wine Holdings Limited (SEHK:8057),IQ305359670,2008,,,,,,,,,,,,,
Magnificent Estates Limited (SEHK:201),IQ8088209,2008,1.87,0.041,-0.59,-0.617,-0.398,3.46,3.93,75.7,812.4,221.9,525.5,8.89,0
Magnus Energy Group Ltd. (Catalist:41S),IQ8080537,2008,,,,,,23.6,24.1,24.2,161.6,6.25,114.6,1.95,0
Mainland Headwear Holdings Ltd. (SEHK:1100),IQ6439177,2008,159.3,27.9,14.3,5.64,12.1,27.7,34.6,25.8,107.7,0,88.4,2.79,0.009
Major Holdings Limited (SEHK:8209),IQ51822564,2008,-5.63,-5.63,-17.1,-17.1,-16.5,,,,,,,,
Malaysia Smelting Corporation Berhad (KLSE:MSC),IQ879569,2008,494,482.1,350.5,321.4,415,30.2,30.9,71.5,442.8,252.4,141.9,8.92,0.033
Man King Holdings Limited (SEHK:2193),IQ281997833,2008,3.77,-0.277,-0.146,-1.84,4.93,,,,,,,,
Man Sang International Ltd. (SEHK:938),IQ882423,2008,768.3,768.3,0,0,266.1,104.1,105.1,21.5,409.7,55.7,252.6,0,0.005
Man Sang Jewellery Holdings Limited (SEHK:1466),IQ266810241,2008,,,,,,,,,,,,,
Man Wah Holdings Ltd (SEHK:1999),IQ22277583,2008,208.5,25.8,13.3,11.4,8.06,6.58,9.49,70.7,186.2,28.1,109.6,34.4,0.009
Man Yue Technology Holdings Limited (SEHK:894),IQ2491543,2008,,,,,,75.5,76,125.9,386,144,178.4,19.6,0.007
Mandarin Oriental International Limited (SGX:M04),IQ409322,2008,648.2,102,56.9,33.1,-3.15,741.4,741.4,1239.5,2701.1,981.3,1456.5,99.1,0.101
Manhattan Resources Limited (SGX:L02),IQ7658144,2008,166.2,21.7,19.6,11.3,-345.2,24.8,24.9,2.61,57.4,0,56.6,0.001,0
Manufacturing Integration Technology Ltd. (SGX:M11),IQ4923107,2008,1509.3,1263.7,354.9,96.6,42.7,18.2,18.2,2.77,48.3,1.45,38.7,0.367,0
Manulife Financial Corporation (TSX:MFC),IQ403699,2008,0.06,0.044,-11,-12.7,6.54,20260.4,28517.6,0,247580,15730.6,32162.8,0,1.17
Maoye International Holdings Limited (SEHK:848),IQ40187019,2008,,,,,,183.1,184.1,262.5,1160.7,109.9,662.8,59.3,0.01
Mapletree Commercial Trust (SGX:N2IU),IQ128241643,2008,413.9,373.6,349.8,348.7,296.1,,,,,,,,0
Mapletree Greater China Commercial Trust (SGX:RW0U),IQ225904221,2008,386.5,146.9,52.3,-15,-20.5,,,,,,,,
Mapletree Industrial Trust (SGX:ME8U),IQ113466343,2008,,,,,,,,,,,,,
Mapletree Logistics Trust (SGX:M44U),IQ23019645,2008,362.1,215.3,49.1,35.8,30.6,81.9,81.9,2943.4,3046.3,1212.9,1722,0,0.072
Marco Polo Marine Ltd. (SGX:5LY),IQ38681355,2008,,,,,,3.56,3.56,65.1,115.2,35.6,55.9,34,0
Mary Chia Holdings Limited (Catalist:5OX),IQ61767474,2008,374.3,133.6,12.2,2.73,3.1,0.17,1.28,3.53,14.5,2.3,6.89,1.6,0.122
Mascotte Holdings Limited (SEHK:136),IQ882017,2008,,,,,,7.34,38.2,1.4,115.3,0,108,0.145,0
Mason Financial Holdings Limited (SEHK:273),IQ876554,2008,3.05,-1.55,-10.6,-10.9,-10.2,31,99.6,36.2,352.3,54.5,286.2,7.04,0
Mastercraft International Holdings Limited (SEHK:3966),IQ213753164,2008,,,,,,,,,,,,,
Mastermind Capital Limited (SEHK:905),IQ8088053,2008,101,43.6,41.6,37,-304.2,5.2,5.2,0,5.29,0,5.18,0,0
Matex International Limited (SGX:M15),IQ9275287,2008,,,,,,8.29,13.8,31.3,103.5,20.2,70.4,5.47,0
Matrix Holdings Ltd. (SEHK:1005),IQ879017,2008,53750,53183.2,0,0,23388,4.15,4.15,49.7,169.2,40.5,77.6,10.7,0.006
Maxi-Cash Financial Services Corporation Ltd. (Catalist:5UF),IQ207466684,2008,53.2,9.03,4.9,4.23,5.28,,,,,,,,
mDR LIMITED (SGX:A27),IQ7646285,2008,58.8,15.3,7.17,6.59,5.01,9.82,11.8,3.64,62.7,21.8,9.31,2.05,0
Media Asia Group Holdings Limited (SEHK:8075),IQ1453109,2008,55.3,1.41,-1.01,-1.5,-12,7.82,7.82,0.089,16.5,0,14.1,0.738,0
Media Chinese International Limited (SEHK:685),IQ876460,2008,342.1,95.5,70.9,64.8,57.9,105.6,116.8,155.3,608.7,54.2,454,7.99,0.017
Medicskin Holdings Limited (SEHK:8307),IQ269774048,2008,208.9,69.8,50.1,44.9,42.7,,,,,,,,
Medtecs International Corporation Limited (Catalist:546),IQ9833446,2008,44.6,17.1,7.74,5.97,5.84,9.56,9.56,51.9,148.3,59.8,69.6,17.7,0
Mega Expo Holdings Limited (SEHK:1360),IQ248042850,2008,54.3,32.6,26.4,10.3,13.5,,,,,,,,
Mega Medical Technology Limited (SEHK:876),IQ4509014,2008,,,,,,10.6,18.6,41.2,137.3,21.8,103,12.1,0
Megachem Limited (Catalist:5DS),IQ8180400,2008,9.16,1.31,-6.29,-8.48,57.7,6.29,6.35,3.65,48,8.3,32.6,0.636,0.004
Megalogic Technology Holdings Limited (SEHK:8242),IQ145410309,2008,267.3,220,93.8,71.9,79.7,,,,,,,,
Meghmani Organics Limited (BSE:532865),IQ889181,2008,43.7,19.5,8.62,8.23,7.23,12.5,15.3,71.3,262.1,72.1,151.9,24.1,0.01
Mei Ah Entertainment Group Limited (SEHK:391),IQ878451,2008,160.1,38.1,41,16.6,11.4,15.4,18.7,22.7,102.1,5.1,79.3,1.86,0
Meike International Holdings Limited (SEHK:953),IQ84586229,2008,13.9,4.57,-37.3,-39,-615.4,19.6,19.6,21.2,88.9,28.5,48.3,4.2,0
Melbourne Enterprises Limited (SEHK:158),IQ4462828,2008,747.4,133.5,81.2,28.4,20,18.3,18.3,501.5,526.6,0,437.3,0,0.628
Melco International Development Ltd. (SEHK:200),IQ7652986,2008,,,,,,44.6,75.2,7.98,1933.4,333.9,1472.5,3.67,0
MelcoLot Limited (SEHK:8198),IQ7657331,2008,,,,,,29.2,29.2,5.72,194.3,114.9,35.3,1.11,0
Memstar Technology Ltd. (SGX:5MS),IQ33805544,2008,,,,,,36.8,36.8,20.7,71.2,0.165,67.9,12.6,0
Memtech International Ltd. (SGX:M26),IQ7885540,2008,,,,,,46.5,47,64,206.1,5.36,163.4,12.4,0.006
Mencast Holdings Ltd. (SGX:5NF),IQ46049497,2008,,,,,,8.11,8.19,17.1,33.8,4.79,20.7,6.22,0.008
Mercator Lines (Singapore) Limited (SGX:EE6),IQ29605719,2008,,,,,,256.9,256.9,519,861.5,429.9,357.6,411.1,0.011
Mercurius Capital Investment Limited (Catalist:5RF),IQ274646849,2008,,,,,,2.5,2.55,2.62,38.2,1.55,1.34,0.047,0
Merdeka Mobile Group Limited (SEHK:8163),IQ7655550,2008,,,,,,6.61,10.2,0.597,12,0,10.2,0.217,0
Mermaid Maritime Public Company Limited (SGX:DU4),IQ10319163,2008,,,,,,73.2,73.2,317.7,558.8,82.6,410.2,132.5,0
Merry Garden Holdings Limited (SEHK:1237),IQ211947980,2008,,,,,,,,,,,,,
Metal Component Engineering Limited (Catalist:5DX),IQ9302406,2008,,,,,,9.07,10.2,33.6,79.9,27.3,29.3,2.1,0
Metallurgical Corporation of China Ltd. (SHSE:601618),IQ59053378,2008,,,,,,5998.5,5999,4544.3,36519,12971.8,2135.4,3188.9,0
Metech International Limited (Catalist:QG1),IQ7245909,2008,,,,,,11.1,12,27.2,86.9,14.1,46.2,3.96,0
Metro Holdings Limited (SGX:M01),IQ878812,2008,-267.5,-267.5,0,-271.3,-271.3,173.7,220.3,11.9,1233.9,188.8,888.2,1.87,0.015
Mewah International Inc. (SGX:MV4),IQ115095183,2008,43,43,23.5,21.6,44.7,57.1,61.2,243,954.9,280.8,273.8,30.5,0.027
Mexan Ltd (SEHK:22),IQ8474551,2008,31.2,19.3,-2.78,-5.89,-25.1,1.5,1.66,111.9,118.2,78,38.1,0.009,0
MFS Technology Ltd (SGX:5BM),IQ8070731,2008,13.7,2.51,0.38,0.328,0.192,42.4,43.4,85.7,218.1,5.3,161.9,16.5,0.005
MGM China Holdings Limited (SEHK:2282),IQ114666829,2008,,,,,,269.1,269.1,1167.4,1861.3,1465.9,77.7,98,0
Micro-Mechanics (Holdings) Ltd. (SGX:5DD),IQ9283815,2008,,,,,,11.5,11.7,23.2,43.5,0,37.4,4.59,0.05
MicroPort Scientific Corporation (SEHK:853),IQ26049405,2008,74.9,11.2,7.99,7.07,4.24,14,57.6,27.7,132.1,20.5,86,13.5,0
Microsoft Corporation (NasdaqGS:MSFT),IQ21835,2008,,,,,,14067.2,28805.3,8492.9,99042.2,3556.6,49370.7,4329.4,0.599
Midas Holdings Limited (SGX:5EN),IQ9301203,2008,,,,,,32.4,46.5,111.9,264.4,23.2,209.8,43.2,0.015
Midas International Holdings Limited (SEHK:1172),IQ4484520,2008,197.3,43.8,12.2,5.53,5.14,18.6,20.8,31.4,190.2,39,105.6,1.33,0
Midland Holdings Ltd. (SEHK:1200),IQ4481696,2008,2.48,1.7,-3.41,-4.59,-4.18,175,176,13.5,372.9,3.47,255.5,8.71,0.014
Midland IC&I Limited (SEHK:459),IQ7652750,2008,,,,,,33.5,33.5,0.603,45.5,3.1,32.6,0.721,0
MIE Holdings Corporation (SEHK:1555),IQ101992741,2008,1083.2,555.8,701.2,530.2,336,80.6,80.6,524.8,807.2,173.1,241.3,261.3,0
Miko International Holdings Limited (SEHK:1247),IQ253142064,2008,55,9.62,0.545,0.187,2.3,,,,,,,,
Milan Station Holdings Limited (SEHK:1150),IQ131461060,2008,11329.6,1320.9,913.3,737.1,482.2,8.08,9.43,1.22,26,1.74,17.9,0.517,0
Millennium Pacific Group Holdings Limited (SEHK:8147),IQ266977290,2008,,,,,,,,,,,,,
Min Xin Holdings Ltd. (SEHK:222),IQ876937,2008,26.8,18.6,8.22,5.42,3.16,43.5,43.8,1.24,466.2,26.7,417.7,0.063,0.006
Ming Fai International Holdings Limited (SEHK:3828),IQ38322914,2008,250.4,-5.84,3.69,-25.5,-66,89.7,89.7,25.1,187.9,11.9,141.4,4.36,0.016
"Mingfa Group (International) Co., Ltd. (SEHK:846)",IQ78827628,2008,13.1,-5.56,-8.28,-9.95,-31.5,25.8,25.8,42.8,2136.5,342.9,393.2,0.729,0
Minmetals Land Limited (SEHK:230),IQ879536,2008,49.5,12.3,11.8,10.1,6.6,118.1,119.5,14.4,580.1,118.7,330.1,1.47,0
Minth Group Ltd. (SEHK:425),IQ23021272,2008,25.7,16.6,-8.92,-11.2,-49.5,301.7,310.1,196.1,782.2,8.73,706.3,43.9,0.028
Mirach Energy Limited (SGX:AWO),IQ11016252,2008,,,,,,15.4,15.4,7.34,47.5,0,39.1,2.65,0
"Miramar Hotel and Investment Company, Limited (SEHK:71)",IQ875926,2008,769.3,84.1,13.1,-12.5,5.46,51.8,100.7,56.5,1697.1,170.2,1260.2,28.3,0.069
Miyoshi Limited (SGX:M03),IQ8087555,2008,120.3,27.3,17.8,9.44,7.2,19.5,26.2,33.4,108.6,8.86,70.4,5.74,0.003
mm2 Asia Ltd. (Catalist:41C),IQ276598934,2008,722,332.9,301.2,258.2,170.6,,,,,,,,
MMG Limited (SEHK:1208),IQ881784,2008,,,,,,347,347,116,1655.4,179,1167.7,29.4,0
MMP Resources Limited (SGX:F3V),IQ45602051,2008,96.6,5.63,-19.3,-21.7,-20.9,100.6,100.6,29.8,177.6,0,150.5,19,0.013
"MOBI Development Co., Ltd. (SEHK:947)",IQ41541373,2008,3062.7,778.3,396.8,274,180.5,12.5,12.5,22.7,167.4,44.6,69.1,6.85,0
Mobicon Group Ltd. (SEHK:1213),IQ5440020,2008,129.6,8.74,-13.2,-15.7,-18.8,7.43,7.43,3.06,55.5,9.98,33.4,2.25,0.008
Modern Beauty Salon Holdings Limited (SEHK:919),IQ25714879,2008,,,,,,62,62,19.4,126.4,0,66.4,11.5,0.033
"Modern Land (China) Co., Ltd. (SEHK:1107)",IQ115032605,2008,165,24.8,10.8,4.77,9.23,,,,,,,,
Modern Media Holdings Limited (SEHK:72),IQ62319185,2008,1346.8,225.4,188.8,150.8,122.3,7.87,7.87,14.1,63.6,5.82,34.8,9.73,0
Moiselle International Holdings Limited (SEHK:130),IQ7658173,2008,12.4,8.81,-10.3,-12.7,7.63,14.5,17.7,40.9,87.6,0.266,72.5,4.27,0.019
MoneyMax Financial Services Ltd. (Catalist:5WJ),IQ242202013,2008,5.96,5.21,1.82,1.77,16.8,,,,,,,,
Mongolia Energy Corporation Limited (SEHK:276),IQ135537,2008,76.8,13.8,3.43,2.11,6.23,45.1,54.7,2386.2,2519.5,178.2,2320.5,70.6,0
Mongolian Mining Corporation (SEHK:975),IQ113541105,2008,76.5,14.7,3.86,-0.08,0.074,5.46,5.46,34.9,51.7,4.32,21.3,37.2,0
Moya Holdings Asia Limited (Catalist:5WE),IQ233368590,2008,214.2,111.4,72.5,71.8,-114.7,,,,,,,,
MS Holdings Limited (Catalist:40U),IQ274425051,2008,127.3,19.4,10.1,4.07,1.6,,,,,,,,
MSM International Limited (Catalist:5QR),IQ104709409,2008,171.6,107.2,23,18.2,-5.14,0.88,0.978,7.96,22.2,11.6,5.37,0.608,0
MTQ Corporation Limited (SGX:M05),IQ8086156,2008,31,14.5,9.46,1.87,-5.85,7.61,34.3,15,93.1,6.41,56.5,5.63,0.02
MTR Corporation Limited (SEHK:66),IQ875191,2008,6.94,5.29,-0.219,-0.779,12.2,147.3,348.7,16044.2,29603.2,5847.9,18174.2,1101.9,0.089
Multi Units France - Lyxor UCITS ETF MSCI AC Asia Ex Japan Consumer Staples TR (LSE:COSG),IQ113532066,2008,480.6,89.6,48.4,24.9,15.2,,,,,,,,
Multi Units France - Lyxor UCITS ETF MSCI AC Asia Ex Japan Information Technology TR (LSE:TNOA),IQ113532065,2008,,,,,,,,,,,,,
Multi Units France - Lyxor UCITS ETF MSCI Indonesia (ENXTPA:INDO),IQ137465140,2008,281.5,113,83.3,81.1,25,,,,,,,,
Multi Units France - Lyxor UCITS ETF Thailand (SET50 NET TR) (ENXTPA:THA),IQ138376942,2008,496.7,31.7,15.3,4.76,2.33,,,,,,,,
Multi-Chem Limited (SGX:AWZ),IQ8087558,2008,399.6,18.4,-17.1,-36.7,-57.8,13.6,14.1,76.2,137.8,33.8,79.7,6.05,0
Multifield International Holdings Limited (SEHK:898),IQ2491812,2008,,,,,,25.3,38.2,63.4,759.8,142,476.5,0,0.001
Mun Siong Engineering Limited (SGX:MF6),IQ113975744,2008,150.1,86.1,60,46.8,34.4,0.764,1.37,13.4,30.6,9.09,12.6,3.22,0
MYP Ltd. (SGX:F86),IQ264149107,2008,21.8,9.66,5.83,4.81,0.058,,,,,,,,
NagaCorp Ltd. (SEHK:3918),IQ27485869,2008,98,20.2,13.7,11.2,3.13,13.9,24.9,176.5,424.3,0.013,389.1,43.6,0.013
Nam Cheong Limited (SGX:N4E),IQ113992693,2008,,,,,,,,,,,,,
Nam Lee Pressed Metal Industries Limited (SGX:G0I),IQ7653003,2008,2436.7,737.2,599.6,560.6,566.8,5.56,6.26,30.5,128,29.3,82.3,4.29,0.01
Nan Hai Corp Ltd. (SEHK:680),IQ7658247,2008,,,,,,39.2,302,49.2,1987.9,815.6,865.4,19.9,0
Nan Nan Resources Enterprise Limited (SEHK:1229),IQ881724,2008,290.1,43,28.7,20,20.8,67.9,67.9,0.106,71.5,26.3,41.5,0.047,0
Nanjing Panda Electronics Co. Ltd. (SHSE:600775),IQ5928047,2008,,,,,,87.9,98.8,113.1,566.8,138.4,335.1,17.1,0
Nanjing Sample Technology Company Ltd. (SEHK:1708),IQ10958252,2008,216.6,58.8,29.6,27.3,26,33.4,33.4,11.4,144.8,30.4,79.2,0.411,0.021
Nanjing Sinolife United Company Limited (SEHK:3332),IQ253556689,2008,,,,,,,,,,,,,
Nanyang Holdings Limited (SEHK:212),IQ4468980,2008,116.5,2.87,-4.01,-4.06,-14.5,14.4,43.3,182.3,328.8,0,296,0.007,0.037
National Agricultural Holdings Limited (SEHK:1236),IQ7653104,2008,,,,,,20.9,24.2,7.69,32.7,0,24.4,0.2,0
National Arts Entertainment and Culture Group Limited (SEHK:8228),IQ7657249,2008,,,,,,0.3,0.3,0.115,3.31,10,-11.2,0.088,0
National Electronics Holdings Limited (SEHK:213),IQ4468983,2008,4399.7,789.6,725,429.6,316.9,16.3,27.5,17.8,552.4,302.1,118.5,47.2,0.005
National Investments Fund Limited (SEHK:1227),IQ22039350,2008,1881.6,367.5,386.7,253,223.7,4.28,4.34,0.014,5.05,0,5.01,0.006,0
National United Resources Holdings Limited (SEHK:254),IQ4481694,2008,184.7,145.8,34.4,30.5,38.3,1.24,1.24,2.48,26.3,0.266,18.2,2.49,0
Natural Beauty Bio-Technology Ltd. (SEHK:157),IQ6197583,2008,94.6,11.5,7.75,-0.262,-4.82,101.5,101.5,42.8,190.7,0,159.1,6.58,0.016
Natural Cool Holdings Limited (Catalist:5IF),IQ27012363,2008,233.5,35.5,16,8.66,8.93,4.84,6.07,17,130.3,63.9,29.1,20.9,0
Nature Home Holding Company Limited (SEHK:2083),IQ45791218,2008,173.2,149.6,65.6,61.1,64.9,22,22.3,44.4,217.9,107.1,77.8,35.9,0
NauticAWT Limited (Catalist:42D),IQ306716134,2008,143.2,131.4,0,0,95.4,,,,,,,,
Neo Group Limited (Catalist:5UJ),IQ212651476,2008,112,34.1,27.5,22.6,2.22,,,,,,,,
